scenario_id,sampled_historical_slot,name_en,stochastic_net_bike_change_15min,stochastic_demand_15min,stochastic_return_15min
240,2026-05-20 14:20:00,2nd,-2,3,1
240,2026-05-20 14:20:00,3rd,0,0,0
240,2026-05-20 14:20:00,4th,0,0,0
240,2026-05-20 14:20:00,5th,0,0,0
240,2026-05-20 14:20:00,6th,0,1,1
240,2026-05-20 14:20:00,7th,0,0,0
241,2026-05-20 17:50:00,1st,1,0,1
241,2026-05-20 17:50:00,2nd,2,0,2
241,2026-05-20 17:50:00,3rd,0,0,0
241,2026-05-20 17:50:00,4th,0,0,0
241,2026-05-20 17:50:00,5th,0,0,0
241,2026-05-20 17:50:00,6th,1,0,1
241,2026-05-20 17:50:00,7th,0,0,0
242,2026-05-21 09:35:00,1st,-1,1,0
242,2026-05-21 09:35:00,2nd,1,0,1
242,2026-05-21 09:35:00,3rd,0,0,0
242,2026-05-21 09:35:00,4th,0,0,0
242,2026-05-21 09:35:00,5th,0,0,0
242,2026-05-21 09:35:00,6th,0,0,0
242,2026-05-21 09:35:00,7th,0,0,0
243,2026-05-20 09:50:00,1st,-2,6,4
243,2026-05-20 09:50:00,2nd,0,0,0
243,2026-05-20 09:50:00,3rd,-1,1,0
243,2026-05-20 09:50:00,4th,0,0,0
243,2026-05-20 09:50:00,5th,0,0,0
243,2026-05-20 09:50:00,6th,0,0,0
243,2026-05-20 09:50:00,7th,0,0,0
244,2026-05-20 21:05:00,1st,-4,4,0
244,2026-05-20 21:05:00,2nd,1,0,1
244,2026-05-20 21:05:00,3rd,2,0,2
244,2026-05-20 21:05:00,4th,0,0,0
244,2026-05-20 21:05:00,5th,0,0,0
244,2026-05-20 21:05:00,6th,0,1,1
244,2026-05-20 21:05:00,7th,-1,2,1
245,2026-05-20 20:35:00,1st,0,0,0
245,2026-05-20 20:35:00,2nd,-1,1,0
245,2026-05-20 20:35:00,3rd,0,1,1
245,2026-05-20 20:35:00,4th,0,0,0
245,2026-05-20 20:35:00,5th,0,0,0
245,2026-05-20 20:35:00,6th,1,3,4
245,2026-05-20 20:35:00,7th,0,0,0
246,2026-05-21 00:35:00,1st,-1,3,2
246,2026-05-21 00:35:00,2nd,0,0,0
246,2026-05-21 00:35:00,3rd,0,2,2
246,2026-05-21 00:35:00,4th,0,0,0
246,2026-05-21 00:35:00,5th,0,0,0
246,2026-05-21 00:35:00,6th,0,0,0
246,2026-05-21 00:35:00,7th,0,0,0
247,2026-05-20 18:20:00,1st,-1,2,1
247,2026-05-20 18:20:00,2nd,-1,1,0
247,2026-05-20 18:20:00,3rd,0,0,0
247,2026-05-20 18:20:00,4th,0,0,0
247,2026-05-20 18:20:00,5th,0,0,0
247,2026-05-20 18:20:00,6th,1,1,2
247,2026-05-20 18:20:00,7th,0,0,0
248,2026-05-21 00:50:00,1st,-1,4,3
248,2026-05-21 00:50:00,2nd,1,0,1
248,2026-05-21 00:50:00,3rd,0,3,3
248,2026-05-21 00:50:00,4th,1,0,1
248,2026-05-21 00:50:00,5th,0,0,0
248,2026-05-21 00:50:00,6th,0,0,0
248,2026-05-21 00:50:00,7th,0,0,0
249,2026-05-20 09:20:00,1st,-1,1,0
249,2026-05-20 09:20:00,2nd,0,0,0
249,2026-05-20 09:20:00,3rd,0,0,0
249,2026-05-20 09:20:00,4th,0,0,0
249,2026-05-20 09:20:00,5th,-1,2,1
249,2026-05-20 09:20:00,6th,-1,1,0
249,2026-05-20 09:20:00,7th,0,0,0
250,2026-05-20 10:35:00,1st,-1,1,0
250,2026-05-20 10:35:00,2nd,0,0,0
250,2026-05-20 10:35:00,3rd,1,0,1
250,2026-05-20 10:35:00,4th,0,0,0
250,2026-05-20 10:35:00,5th,0,0,0
250,2026-05-20 10:35:00,6th,0,0,0
250,2026-05-20 10:35:00,7th,0,1,1
251,2026-05-20 20:50:00,1st,0,1,1
251,2026-05-20 20:50:00,2nd,0,0,0
251,2026-05-20 20:50:00,3rd,-1,1,0
251,2026-05-20 20:50:00,4th,-1,1,0
251,2026-05-20 20:50:00,5th,0,0,0
251,2026-05-20 20:50:00,6th,0,1,1
251,2026-05-20 20:50:00,7th,0,0,0
252,2026-05-20 10:20:00,1st,-1,1,0
252,2026-05-20 10:20:00,2nd,0,0,0
252,2026-05-20 10:20:00,3rd,-1,1,0
252,2026-05-20 10:20:00,4th,0,0,0
252,2026-05-20 10:20:00,5th,0,0,0
252,2026-05-20 10:20:00,6th,0,1,1
252,2026-05-20 10:20:00,7th,2,0,2
253,2026-05-20 07:05:00,1st,3,3,6
253,2026-05-20 07:05:00,2nd,-1,1,0
253,2026-05-20 07:05:00,3rd,0,0,0
253,2026-05-20 07:05:00,4th,0,0,0
253,2026-05-20 07:05:00,5th,0,0,0
253,2026-05-20 07:05:00,6th,-1,2,1
253,2026-05-20 07:05:00,7th,0,0,0
254,2026-05-20 18:50:00,1st,1,0,1
254,2026-05-20 18:50:00,2nd,0,1,1
254,2026-05-20 18:50:00,3rd,2,0,2
254,2026-05-20 18:50:00,4th,0,0,0
254,2026-05-20 18:50:00,5th,0,0,0
254,2026-05-20 18:50:00,6th,0,1,1
254,2026-05-20 18:50:00,7th,0,0,0
255,2026-05-21 01:05:00,1st,1,0,1
255,2026-05-21 01:05:00,2nd,0,0,0
255,2026-05-21 01:05:00,3rd,0,1,1
255,2026-05-21 01:05:00,4th,0,0,0
255,2026-05-21 01:05:00,5th,0,0,0
255,2026-05-21 01:05:00,6th,0,0,0
255,2026-05-21 01:05:00,7th,0,0,0
256,2026-05-20 20:20:00,1st,0,2,2
256,2026-05-20 20:20:00,2nd,0,0,0
256,2026-05-20 20:20:00,3rd,0,1,1
256,2026-05-20 20:20:00,4th,0,0,0
256,2026-05-20 20:20:00,5th,2,0,2
256,2026-05-20 20:20:00,6th,2,2,4
256,2026-05-20 20:20:00,7th,0,0,0
257,2026-05-21 07:05:00,1st,0,0,0
257,2026-05-21 07:05:00,2nd,0,0,0
257,2026-05-21 07:05:00,3rd,0,1,1
257,2026-05-21 07:05:00,4th,0,0,0
257,2026-05-21 07:05:00,5th,0,0,0
257,2026-05-21 07:05:00,6th,0,0,0
257,2026-05-21 07:05:00,7th,0,0,0
258,2026-05-20 13:50:00,1st,0,2,2
258,2026-05-20 13:50:00,2nd,-1,1,0
258,2026-05-20 13:50:00,3rd,0,0,0
258,2026-05-20 13:50:00,4th,0,0,0
258,2026-05-20 13:50:00,5th,0,0,0
258,2026-05-20 13:50:00,6th,1,3,4
258,2026-05-20 13:50:00,7th,3,0,3
259,2026-05-20 18:35:00,1st,-4,6,2
259,2026-05-20 18:35:00,2nd,0,0,0
259,2026-05-20 18:35:00,3rd,0,0,0
259,2026-05-20 18:35:00,4th,0,0,0
259,2026-05-20 18:35:00,5th,0,0,0
259,2026-05-20 18:35:00,6th,0,0,0
259,2026-05-20 18:35:00,7th,0,0,0
260,2026-05-20 11:20:00,1st,-4,4,0
260,2026-05-20 11:20:00,2nd,1,0,1
260,2026-05-20 11:20:00,3rd,0,0,0
260,2026-05-20 11:20:00,4th,0,0,0
260,2026-05-20 11:20:00,5th,0,0,0
260,2026-05-20 11:20:00,6th,0,1,1
260,2026-05-20 11:20:00,7th,0,0,0
261,2026-05-20 13:20:00,1st,-1,1,0
261,2026-05-20 13:20:00,2nd,0,0,0
261,2026-05-20 13:20:00,3rd,-2,2,0
261,2026-05-20 13:20:00,4th,0,0,0
261,2026-05-20 13:20:00,5th,0,0,0
261,2026-05-20 13:20:00,6th,-1,1,0
261,2026-05-20 13:20:00,7th,0,0,0
262,2026-05-20 19:50:00,1st,0,1,1
262,2026-05-20 19:50:00,2nd,0,0,0
262,2026-05-20 19:50:00,3rd,0,0,0
262,2026-05-20 19:50:00,4th,0,0,0
262,2026-05-20 19:50:00,5th,-1,2,1
262,2026-05-20 19:50:00,6th,-1,1,0
262,2026-05-20 19:50:00,7th,0,0,0
263,2026-05-20 22:35:00,1st,-2,3,1
263,2026-05-20 22:35:00,2nd,1,0,1
263,2026-05-20 22:35:00,3rd,0,0,0
263,2026-05-20 22:35:00,4th,0,0,0
263,2026-05-20 22:35:00,5th,0,0,0
263,2026-05-20 22:35:00,6th,0,2,2
263,2026-05-20 22:35:00,7th,1,0,1
264,2026-05-21 00:05:00,1st,-1,3,2
264,2026-05-21 00:05:00,2nd,0,0,0
264,2026-05-21 00:05:00,3rd,-1,1,0
264,2026-05-21 00:05:00,4th,0,0,0
264,2026-05-21 00:05:00,5th,0,0,0
264,2026-05-21 00:05:00,6th,2,0,2
264,2026-05-21 00:05:00,7th,0,0,0
265,2026-05-20 13:35:00,1st,0,2,2
265,2026-05-20 13:35:00,2nd,0,0,0
265,2026-05-20 13:35:00,3rd,2,0,2
265,2026-05-20 13:35:00,4th,1,0,1
265,2026-05-20 13:35:00,5th,-1,1,0
265,2026-05-20 13:35:00,6th,0,0,0
265,2026-05-20 13:35:00,7th,0,0,0
266,2026-05-20 12:35:00,1st,2,2,4
266,2026-05-20 12:35:00,2nd,-1,1,0
266,2026-05-20 12:35:00,3rd,0,0,0
266,2026-05-20 12:35:00,4th,0,0,0
266,2026-05-20 12:35:00,5th,1,0,1
266,2026-05-20 12:35:00,6th,0,1,1
266,2026-05-20 12:35:00,7th,-1,1,0
267,2026-05-20 17:20:00,1st,-1,2,1
267,2026-05-20 17:20:00,2nd,0,0,0
267,2026-05-20 17:20:00,3rd,-1,1,0
267,2026-05-20 17:20:00,4th,0,0,0
267,2026-05-20 17:20:00,5th,0,0,0
267,2026-05-20 17:20:00,6th,0,0,0
267,2026-05-20 17:20:00,7th,1,1,2
268,2026-05-20 12:20:00,1st,0,0,0
268,2026-05-20 12:20:00,2nd,-1,1,0
268,2026-05-20 12:20:00,3rd,0,0,0
268,2026-05-20 12:20:00,4th,1,0,1
268,2026-05-20 12:20:00,5th,0,0,0
268,2026-05-20 12:20:00,6th,1,1,2
268,2026-05-20 12:20:00,7th,0,0,0
269,2026-05-20 12:35:00,1st,2,2,4
269,2026-05-20 12:35:00,2nd,-1,1,0
269,2026-05-20 12:35:00,3rd,0,0,0
269,2026-05-20 12:35:00,4th,0,0,0
269,2026-05-20 12:35:00,5th,1,0,1
269,2026-05-20 12:35:00,6th,0,1,1
269,2026-05-20 12:35:00,7th,-1,1,0
270,2026-05-21 09:35:00,1st,-1,1,0
270,2026-05-21 09:35:00,2nd,1,0,1
270,2026-05-21 09:35:00,3rd,0,0,0
270,2026-05-21 09:35:00,4th,0,0,0
270,2026-05-21 09:35:00,5th,0,0,0
270,2026-05-21 09:35:00,6th,0,0,0
270,2026-05-21 09:35:00,7th,0,0,0
271,2026-05-20 15:35:00,1st,4,0,4
271,2026-05-20 15:35:00,2nd,-1,1,0
271,2026-05-20 15:35:00,3rd,0,0,0
271,2026-05-20 15:35:00,4th,0,0,0
271,2026-05-20 15:35:00,5th,0,0,0
271,2026-05-20 15:35:00,6th,0,0,0
271,2026-05-20 15:35:00,7th,0,0,0
272,2026-05-21 01:50:00,1st,0,0,0
272,2026-05-21 01:50:00,2nd,0,0,0
272,2026-05-21 01:50:00,3rd,0,0,0
272,2026-05-21 01:50:00,4th,0,0,0
272,2026-05-21 01:50:00,5th,0,0,0
272,2026-05-21 01:50:00,6th,0,0,0
272,2026-05-21 01:50:00,7th,0,1,1
273,2026-05-20 15:05:00,1st,0,3,3
273,2026-05-20 15:05:00,2nd,0,0,0
273,2026-05-20 15:05:00,3rd,0,0,0
273,2026-05-20 15:05:00,4th,0,0,0
273,2026-05-20 15:05:00,5th,0,0,0
273,2026-05-20 15:05:00,6th,-1,2,1
273,2026-05-20 15:05:00,7th,0,0,0
274,2026-05-20 07:20:00,1st,1,0,1
274,2026-05-20 07:20:00,2nd,1,0,1
274,2026-05-20 07:20:00,3rd,0,0,0
274,2026-05-20 07:20:00,4th,0,0,0
274,2026-05-20 07:20:00,5th,-1,1,0
274,2026-05-20 07:20:00,6th,1,0,1
274,2026-05-20 07:20:00,7th,1,0,1
275,2026-05-20 07:50:00,1st,0,1,1
275,2026-05-20 07:50:00,2nd,-1,1,0
275,2026-05-20 07:50:00,3rd,0,0,0
275,2026-05-20 07:50:00,4th,0,0,0
275,2026-05-20 07:50:00,5th,0,0,0
275,2026-05-20 07:50:00,6th,0,1,1
275,2026-05-20 07:50:00,7th,1,0,1
276,2026-05-21 10:20:00,1st,0,1,1
276,2026-05-21 10:20:00,2nd,-1,1,0
276,2026-05-21 10:20:00,3rd,0,0,0
276,2026-05-21 10:20:00,4th,0,0,0
276,2026-05-21 10:20:00,5th,0,0,0
276,2026-05-21 10:20:00,6th,0,1,1
276,2026-05-21 10:20:00,7th,-1,1,0
277,2026-05-20 16:20:00,1st,0,2,2
277,2026-05-20 16:20:00,2nd,0,0,0
277,2026-05-20 16:20:00,3rd,-1,1,0
277,2026-05-20 16:20:00,4th,0,0,0
277,2026-05-20 16:20:00,5th,0,0,0
277,2026-05-20 16:20:00,6th,0,1,1
277,2026-05-20 16:20:00,7th,0,0,0
278,2026-05-20 06:30:00,1st,0,0,0
278,2026-05-20 06:30:00,2nd,0,0,0
278,2026-05-20 06:30:00,3rd,0,0,0
278,2026-05-20 06:30:00,4th,0,0,0
278,2026-05-20 06:30:00,5th,0,0,0
278,2026-05-20 06:30:00,6th,0,0,0
278,2026-05-20 06:30:00,7th,1,0,1
279,2026-05-20 16:35:00,1st,-2,3,1
279,2026-05-20 16:35:00,2nd,0,0,0
279,2026-05-20 16:35:00,3rd,0,0,0
279,2026-05-20 16:35:00,4th,0,0,0
279,2026-05-20 16:35:00,5th,0,0,0
279,2026-05-20 16:35:00,6th,1,1,2
279,2026-05-20 16:35:00,7th,1,0,1
280,2026-05-20 13:35:00,1st,0,2,2
280,2026-05-20 13:35:00,2nd,0,0,0
280,2026-05-20 13:35:00,3rd,2,0,2
280,2026-05-20 13:35:00,4th,1,0,1
280,2026-05-20 13:35:00,5th,-1,1,0
280,2026-05-20 13:35:00,6th,0,0,0
280,2026-05-20 13:35:00,7th,0,0,0
281,2026-05-21 00:20:00,1st,2,1,3
281,2026-05-21 00:20:00,2nd,0,0,0
281,2026-05-21 00:20:00,3rd,0,0,0
281,2026-05-21 00:20:00,4th,0,0,0
281,2026-05-21 00:20:00,5th,0,0,0
281,2026-05-21 00:20:00,6th,0,0,0
281,2026-05-21 00:20:00,7th,0,0,0
282,2026-05-21 08:35:00,1st,0,1,1
282,2026-05-21 08:35:00,2nd,0,1,1
282,2026-05-21 08:35:00,3rd,0,0,0
282,2026-05-21 08:35:00,4th,0,0,0
282,2026-05-21 08:35:00,5th,0,0,0
282,2026-05-21 08:35:00,6th,0,0,0
282,2026-05-21 08:35:00,7th,0,0,0
283,2026-05-21 07:35:00,1st,0,1,1
283,2026-05-21 07:35:00,2nd,2,0,2
283,2026-05-21 07:35:00,3rd,0,0,0
283,2026-05-21 07:35:00,4th,0,0,0
283,2026-05-21 07:35:00,5th,0,0,0
283,2026-05-21 07:35:00,6th,0,0,0
283,2026-05-21 07:35:00,7th,-1,1,0
284,2026-05-20 08:35:00,1st,1,1,2
284,2026-05-20 08:35:00,2nd,0,0,0
284,2026-05-20 08:35:00,3rd,1,0,1
284,2026-05-20 08:35:00,4th,0,0,0
284,2026-05-20 08:35:00,5th,0,0,0
284,2026-05-20 08:35:00,6th,0,0,0
284,2026-05-20 08:35:00,7th,0,0,0
285,2026-05-20 06:30:00,1st,0,0,0
285,2026-05-20 06:30:00,2nd,0,0,0
285,2026-05-20 06:30:00,3rd,0,0,0
285,2026-05-20 06:30:00,4th,0,0,0
285,2026-05-20 06:30:00,5th,0,0,0
285,2026-05-20 06:30:00,6th,0,0,0
285,2026-05-20 06:30:00,7th,1,0,1
286,2026-05-21 06:35:00,1st,0,0,0
286,2026-05-21 06:35:00,2nd,-1,1,0
286,2026-05-21 06:35:00,3rd,1,0,1
286,2026-05-21 06:35:00,4th,0,0,0
286,2026-05-21 06:35:00,5th,1,0,1
286,2026-05-21 06:35:00,6th,-1,1,0
286,2026-05-21 06:35:00,7th,0,0,0
287,2026-05-20 11:20:00,1st,-4,4,0
287,2026-05-20 11:20:00,2nd,1,0,1
287,2026-05-20 11:20:00,3rd,0,0,0
287,2026-05-20 11:20:00,4th,0,0,0
287,2026-05-20 11:20:00,5th,0,0,0
287,2026-05-20 11:20:00,6th,0,1,1
287,2026-05-20 11:20:00,7th,0,0,0
288,2026-05-20 10:20:00,1st,-1,1,0
288,2026-05-20 10:20:00,2nd,0,0,0
288,2026-05-20 10:20:00,3rd,-1,1,0
288,2026-05-20 10:20:00,4th,0,0,0
288,2026-05-20 10:20:00,5th,0,0,0
288,2026-05-20 10:20:00,6th,0,1,1
288,2026-05-20 10:20:00,7th,2,0,2
289,2026-05-21 09:20:00,1st,2,0,2
289,2026-05-21 09:20:00,2nd,0,1,1
289,2026-05-21 09:20:00,3rd,0,0,0
289,2026-05-21 09:20:00,4th,0,0,0
289,2026-05-21 09:20:00,5th,0,0,0
289,2026-05-21 09:20:00,6th,0,0,0
289,2026-05-21 09:20:00,7th,0,0,0
290,2026-05-20 11:20:00,1st,-4,4,0
290,2026-05-20 11:20:00,2nd,1,0,1
290,2026-05-20 11:20:00,3rd,0,0,0
290,2026-05-20 11:20:00,4th,0,0,0
290,2026-05-20 11:20:00,5th,0,0,0
290,2026-05-20 11:20:00,6th,0,1,1
290,2026-05-20 11:20:00,7th,0,0,0
291,2026-05-21 06:35:00,1st,0,0,0
291,2026-05-21 06:35:00,2nd,-1,1,0
291,2026-05-21 06:35:00,3rd,1,0,1
291,2026-05-21 06:35:00,4th,0,0,0
291,2026-05-21 06:35:00,5th,1,0,1
291,2026-05-21 06:35:00,6th,-1,1,0
291,2026-05-21 06:35:00,7th,0,0,0
292,2026-05-21 04:05:00,1st,0,0,0
292,2026-05-21 04:05:00,2nd,0,0,0
292,2026-05-21 04:05:00,3rd,0,0,0
292,2026-05-21 04:05:00,4th,1,0,1
292,2026-05-21 04:05:00,5th,0,0,0
292,2026-05-21 04:05:00,6th,0,0,0
292,2026-05-21 04:05:00,7th,0,0,0
293,2026-05-20 11:50:00,1st,-2,2,0
293,2026-05-20 11:50:00,2nd,-1,1,0
293,2026-05-20 11:50:00,3rd,0,0,0
293,2026-05-20 11:50:00,4th,0,0,0
293,2026-05-20 11:50:00,5th,-1,1,0
293,2026-05-20 11:50:00,6th,-1,1,0
293,2026-05-20 11:50:00,7th,-1,1,0
294,2026-05-21 07:35:00,1st,0,1,1
294,2026-05-21 07:35:00,2nd,2,0,2
294,2026-05-21 07:35:00,3rd,0,0,0
294,2026-05-21 07:35:00,4th,0,0,0
294,2026-05-21 07:35:00,5th,0,0,0
294,2026-05-21 07:35:00,6th,0,0,0
294,2026-05-21 07:35:00,7th,-1,1,0
295,2026-05-20 23:05:00,1st,-1,3,2
295,2026-05-20 23:05:00,2nd,3,0,3
295,2026-05-20 23:05:00,3rd,-1,1,0
295,2026-05-20 23:05:00,4th,0,0,0
295,2026-05-20 23:05:00,5th,0,0,0
295,2026-05-20 23:05:00,6th,2,0,2
295,2026-05-20 23:05:00,7th,0,2,2
296,2026-05-20 18:50:00,1st,1,0,1
296,2026-05-20 18:50:00,2nd,0,1,1
296,2026-05-20 18:50:00,3rd,2,0,2
296,2026-05-20 18:50:00,4th,0,0,0
296,2026-05-20 18:50:00,5th,0,0,0
296,2026-05-20 18:50:00,6th,0,1,1
296,2026-05-20 18:50:00,7th,0,0,0
297,2026-05-20 19:35:00,1st,-3,5,2
297,2026-05-20 19:35:00,2nd,0,0,0
297,2026-05-20 19:35:00,3rd,1,0,1
297,2026-05-20 19:35:00,4th,0,0,0
297,2026-05-20 19:35:00,5th,0,1,1
297,2026-05-20 19:35:00,6th,0,0,0
297,2026-05-20 19:35:00,7th,0,0,0
298,2026-05-20 07:35:00,1st,1,1,2
298,2026-05-20 07:35:00,2nd,0,0,0
298,2026-05-20 07:35:00,3rd,0,0,0
298,2026-05-20 07:35:00,4th,0,0,0
298,2026-05-20 07:35:00,5th,-1,1,0
298,2026-05-20 07:35:00,6th,0,1,1
298,2026-05-20 07:35:00,7th,1,0,1
299,2026-05-21 07:05:00,1st,0,0,0
299,2026-05-21 07:05:00,2nd,0,0,0
299,2026-05-21 07:05:00,3rd,0,1,1
299,2026-05-21 07:05:00,4th,0,0,0
299,2026-05-21 07:05:00,5th,0,0,0
299,2026-05-21 07:05:00,6th,0,0,0
299,2026-05-21 07:05:00,7th,0,0,0
300,2026-05-20 14:50:00,1st,0,2,2
300,2026-05-20 14:50:00,2nd,1,0,1
300,2026-05-20 14:50:00,3rd,-1,1,0
300,2026-05-20 14:50:00,4th,0,0,0
300,2026-05-20 14:50:00,5th,0,0,0
300,2026-05-20 14:50:00,6th,1,0,1
300,2026-05-20 14:50:00,7th,0,0,0
301,2026-05-20 13:50:00,1st,0,2,2
301,2026-05-20 13:50:00,2nd,-1,1,0
301,2026-05-20 13:50:00,3rd,0,0,0
301,2026-05-20 13:50:00,4th,0,0,0
301,2026-05-20 13:50:00,5th,0,0,0
301,2026-05-20 13:50:00,6th,1,3,4
301,2026-05-20 13:50:00,7th,3,0,3
302,2026-05-20 06:50:00,1st,0,0,0
302,2026-05-20 06:50:00,2nd,-1,1,0
302,2026-05-20 06:50:00,3rd,0,0,0
302,2026-05-20 06:50:00,4th,0,0,0
302,2026-05-20 06:50:00,5th,0,0,0
302,2026-05-20 06:50:00,6th,-2,2,0
302,2026-05-20 06:50:00,7th,-1,1,0
303,2026-05-20 13:35:00,1st,0,2,2
303,2026-05-20 13:35:00,2nd,0,0,0
303,2026-05-20 13:35:00,3rd,2,0,2
303,2026-05-20 13:35:00,4th,1,0,1
303,2026-05-20 13:35:00,5th,-1,1,0
303,2026-05-20 13:35:00,6th,0,0,0
303,2026-05-20 13:35:00,7th,0,0,0
304,2026-05-20 15:50:00,1st,-3,5,2
304,2026-05-20 15:50:00,2nd,-1,1,0
304,2026-05-20 15:50:00,3rd,0,0,0
304,2026-05-20 15:50:00,4th,0,0,0
304,2026-05-20 15:50:00,5th,0,0,0
304,2026-05-20 15:50:00,6th,1,1,2
304,2026-05-20 15:50:00,7th,-1,2,1
305,2026-05-20 07:35:00,1st,1,1,2
305,2026-05-20 07:35:00,2nd,0,0,0
305,2026-05-20 07:35:00,3rd,0,0,0
305,2026-05-20 07:35:00,4th,0,0,0
305,2026-05-20 07:35:00,5th,-1,1,0
305,2026-05-20 07:35:00,6th,0,1,1
305,2026-05-20 07:35:00,7th,1,0,1
306,2026-05-21 00:05:00,1st,-1,3,2
306,2026-05-21 00:05:00,2nd,0,0,0
306,2026-05-21 00:05:00,3rd,-1,1,0
306,2026-05-21 00:05:00,4th,0,0,0
306,2026-05-21 00:05:00,5th,0,0,0
306,2026-05-21 00:05:00,6th,2,0,2
306,2026-05-21 00:05:00,7th,0,0,0
307,2026-05-20 10:20:00,1st,-1,1,0
307,2026-05-20 10:20:00,2nd,0,0,0
307,2026-05-20 10:20:00,3rd,-1,1,0
307,2026-05-20 10:20:00,4th,0,0,0
307,2026-05-20 10:20:00,5th,0,0,0
307,2026-05-20 10:20:00,6th,0,1,1
307,2026-05-20 10:20:00,7th,2,0,2
308,2026-05-20 13:35:00,1st,0,2,2
308,2026-05-20 13:35:00,2nd,0,0,0
308,2026-05-20 13:35:00,3rd,2,0,2
308,2026-05-20 13:35:00,4th,1,0,1
308,2026-05-20 13:35:00,5th,-1,1,0
308,2026-05-20 13:35:00,6th,0,0,0
308,2026-05-20 13:35:00,7th,0,0,0
309,2026-05-20 19:20:00,1st,0,1,1
309,2026-05-20 19:20:00,2nd,0,0,0
309,2026-05-20 19:20:00,3rd,-1,1,0
309,2026-05-20 19:20:00,4th,0,0,0
309,2026-05-20 19:20:00,5th,0,0,0
309,2026-05-20 19:20:00,6th,0,0,0
309,2026-05-20 19:20:00,7th,1,1,2
310,2026-05-20 23:50:00,1st,-1,4,3
310,2026-05-20 23:50:00,2nd,0,2,2
310,2026-05-20 23:50:00,3rd,0,0,0
310,2026-05-20 23:50:00,4th,0,0,0
310,2026-05-20 23:50:00,5th,0,0,0
310,2026-05-20 23:50:00,6th,0,0,0
310,2026-05-20 23:50:00,7th,-1,1,0
311,2026-05-20 11:20:00,1st,-4,4,0
311,2026-05-20 11:20:00,2nd,1,0,1
311,2026-05-20 11:20:00,3rd,0,0,0
311,2026-05-20 11:20:00,4th,0,0,0
311,2026-05-20 11:20:00,5th,0,0,0
311,2026-05-20 11:20:00,6th,0,1,1
311,2026-05-20 11:20:00,7th,0,0,0
312,2026-05-21 08:50:00,1st,0,0,0
312,2026-05-21 08:50:00,2nd,-1,1,0
312,2026-05-21 08:50:00,3rd,-1,2,1
312,2026-05-21 08:50:00,4th,0,0,0
312,2026-05-21 08:50:00,5th,0,0,0
312,2026-05-21 08:50:00,6th,-1,1,0
312,2026-05-21 08:50:00,7th,0,0,0
313,2026-05-20 20:20:00,1st,0,2,2
313,2026-05-20 20:20:00,2nd,0,0,0
313,2026-05-20 20:20:00,3rd,0,1,1
313,2026-05-20 20:20:00,4th,0,0,0
313,2026-05-20 20:20:00,5th,2,0,2
313,2026-05-20 20:20:00,6th,2,2,4
313,2026-05-20 20:20:00,7th,0,0,0
314,2026-05-20 18:50:00,1st,1,0,1
314,2026-05-20 18:50:00,2nd,0,1,1
314,2026-05-20 18:50:00,3rd,2,0,2
314,2026-05-20 18:50:00,4th,0,0,0
314,2026-05-20 18:50:00,5th,0,0,0
314,2026-05-20 18:50:00,6th,0,1,1
314,2026-05-20 18:50:00,7th,0,0,0
315,2026-05-21 02:35:00,1st,0,0,0
315,2026-05-21 02:35:00,2nd,0,0,0
315,2026-05-21 02:35:00,3rd,0,0,0
315,2026-05-21 02:35:00,4th,0,0,0
315,2026-05-21 02:35:00,5th,0,1,1
315,2026-05-21 02:35:00,6th,0,2,2
315,2026-05-21 02:35:00,7th,0,0,0
316,2026-05-20 12:05:00,1st,0,2,2
316,2026-05-20 12:05:00,2nd,1,1,2
316,2026-05-20 12:05:00,3rd,-1,1,0
316,2026-05-20 12:05:00,4th,0,1,1
316,2026-05-20 12:05:00,5th,1,0,1
316,2026-05-20 12:05:00,6th,0,1,1
316,2026-05-20 12:05:00,7th,1,0,1
317,2026-05-20 14:05:00,1st,0,3,3
317,2026-05-20 14:05:00,2nd,2,1,3
317,2026-05-20 14:05:00,3rd,-1,2,1
317,2026-05-20 14:05:00,4th,0,0,0
317,2026-05-20 14:05:00,5th,0,0,0
317,2026-05-20 14:05:00,6th,-1,1,0
317,2026-05-20 14:05:00,7th,1,0,1
318,2026-05-21 08:35:00,1st,0,1,1
318,2026-05-21 08:35:00,2nd,0,1,1
318,2026-05-21 08:35:00,3rd,0,0,0
318,2026-05-21 08:35:00,4th,0,0,0
318,2026-05-21 08:35:00,5th,0,0,0
318,2026-05-21 08:35:00,6th,0,0,0
318,2026-05-21 08:35:00,7th,0,0,0
319,2026-05-21 01:20:00,1st,-1,1,0
319,2026-05-21 01:20:00,2nd,0,2,2
319,2026-05-21 01:20:00,3rd,0,0,0
319,2026-05-21 01:20:00,4th,0,0,0
319,2026-05-21 01:20:00,5th,0,0,0
319,2026-05-21 01:20:00,6th,0,0,0
319,2026-05-21 01:20:00,7th,0,0,0
320,2026-05-21 09:20:00,1st,2,0,2
320,2026-05-21 09:20:00,2nd,0,1,1
320,2026-05-21 09:20:00,3rd,0,0,0
320,2026-05-21 09:20:00,4th,0,0,0
320,2026-05-21 09:20:00,5th,0,0,0
320,2026-05-21 09:20:00,6th,0,0,0
320,2026-05-21 09:20:00,7th,0,0,0
321,2026-05-20 23:20:00,1st,-2,4,2
321,2026-05-20 23:20:00,2nd,0,1,1
321,2026-05-20 23:20:00,3rd,0,0,0
321,2026-05-20 23:20:00,4th,0,0,0
